country,socialNbFollowers,socialNbFollows,socialProductsLiked,productsListed,productsSold,productsPassRate,productsWished,productsBought,gender,hasAnyApp,hasAndroidApp,hasIosApp,hasProfilePicture,daysSinceLastLogin,seniority,anom_x,anom_y,login_data
Italy,13,8,0,26.0,0,0.0,3,0,F,False,False,False,True,613,2857,0.1,0.3,75
France,12,8,0,37.0,0,0.0,4,0,M,False,False,False,True,442,3202,0.1,0.2,11
Germany,23,13,669,1.0,0,0.0,139,20,F,True,False,True,True,11,2856,0.2,0.2,32
Italy,25,37,2,26.0,0,0.0,41,0,M,True,True,False,False,697,3199,0.30734700881739097,0.3,51
Germany,10,8,173,1.0,0,0.0,4,3,M,True,False,True,False,14,2854,0.1,0.1,31
Germany,10,8,12,2.0,0,0.0,0,0,F,True,False,True,True,131,2854,0.07163816294962881,0.2,19
France,10,8,6,36.0,0,0.0,0,0,F,True,False,True,True,462,3205,0.8028189061989277,0.3,13
United_Kingdom,10,8,8,7.0,0,0.0,1,1,F,True,False,True,True,27,3204,0.2,0.5618035226961371,11
France,10,8,42,36.0,0,0.0,0,2,M,True,False,True,True,30,3204,0.2782735627827053,0.2576685137628445,16
United_States,10,8,16,4.0,0,0.0,0,0,M,False,False,False,True,700,3196,0.3,0.6898304501663987,16
France,10,10,5,39.0,0,0.0,4,1,M,False,False,False,True,43,3202,0.2,0.2,14
France,10,8,23,36.0,0,0.0,0,0,M,True,True,False,True,644,2853,106.0,0.3,14
Germany,11,8,260,1.0,0,0.0,0,0,M,True,False,True,True,112,2856,0.7378320014785007,0.29901154936883323,35
Italy,14,9,21,27.0,0,0.0,3,0,M,True,False,True,False,690,2853,0.2,0.006720206899867572,79
United_Kingdom,10,8,14,2.0,0,0.0,0,0,F,True,False,True,True,554,2859,0.5809107727035613,0.1,7
Spain,86,421,1751,8.0,25,77.7,299,0,M,True,True,False,False,55,3203,77.8738323715138,25.295248048884176,99
United_States,10,8,3,4.0,0,0.0,0,0,F,False,False,False,True,692,2853,0.3,0.2795571542965539,14
Italy,10,8,3,26.0,0,0.0,10,0,F,True,False,True,True,681,2854,0.7196840101905618,0.1,88
France,10,8,11,39.0,0,0.0,0,0,M,True,True,False,True,590,3205,0.3,0.1617463098058941,15
United_States,19,9,4,5.0,0,0.0,11,0,M,False,False,False,True,697,2859,0.720307085842548,0.17087369848225387,94
Italy,29,11,22,30.0,11,81.0,2,0,F,True,False,True,False,20,3199,81.69516788294405,11.542146889389413,72
United_States,11,8,3,4.0,0,0.0,0,4,F,False,False,False,True,304,3205,0.03946013357333147,0.17472374063444074,4
Spain,10,8,18,9.0,0,0.0,1,0,F,False,False,False,True,15,3198,0.3,0.2739266641843046,2
France,10,8,5,39.0,0,0.0,2,5,F,False,False,False,True,192,3204,0.1,0.3,11
France,10,8,4,41.0,0,0.0,0,1,M,False,False,False,True,22,3197,0.2637617209589189,0.3,16
Germany,10,8,12,1.0,0,0.0,0,0,M,True,False,True,True,660,3200,0.8390031470164058,0.8850698171359119,30
Spain,10,8,15,14.0,0,0.0,0,0,M,True,False,True,True,377,3199,0.4622990059557434,0.5175337906545127,6
United_States,10,8,37,4.0,0,0.0,22,0,F,False,False,False,True,61,3199,0.3,0.6850730151377941,29
Germany,12,8,1,2.0,0,0.0,0,3,M,False,False,False,True,585,2856,0.3037002076384606,0.028537142282104494,43
Germany,11,8,0,1.0,0,0.0,22,2,F,False,False,False,True,537,3197,0.2,0.1,33
United_States,10,9,5,5.0,0,0.0,2,0,M,False,False,False,True,700,3196,0.1,0.7467654428969016,14
Italy,17,8,4,27.0,3,100.0,1,0,F,True,False,True,True,70,2852,99.8,2.7191364113194214,59
Italy,42,10,9,32.0,22,88.8,7,4,F,True,True,False,False,11,2859,88.8126739107669,21.82118023653468,84
France,15,14,10,36.0,0,0.0,124,17,M,False,False,False,True,33,3201,0.6846530172180607,0.2,14
Italy,13,8,25,29.0,0,0.0,0,0,F,True,False,True,True,654,2857,0.968053281410724,1.4327423502721377,64
France,11,8,12,41.0,0,0.0,1,0,M,True,False,True,True,277,3199,0.1,0.6070658646266576,14
France,10,8,0,46.0,0,0.0,3,0,F,False,False,False,True,317,3195,0.3,1.3020818398781389,10
United_States,10,8,46,4.0,0,0.0,0,0,M,True,False,True,True,59,3204,0.1,0.1,25
United_States,10,8,0,4.0,0,0.0,7,0,M,False,False,False,True,705,3201,0.13728221223167114,0.3,13
Italy,10,8,0,27.0,0,0.0,20,0,F,True,False,True,True,592,3198,0.2143775400785453,0.1,86
Italy,15,8,0,26.0,0,0.0,4,5,F,False,False,False,True,294,2857,0.415165896019872,0.1,55
United_Kingdom,12,12,17,8.0,0,0.0,0,0,F,False,False,False,True,368,3205,0.3,0.6389961740789261,25
France,11,8,0,41.0,2,100.0,0,0,M,True,False,True,True,356,2856,99.9,2.2082930381000154,16
United_States,12,7,4,5.0,0,0.0,12,0,F,True,False,True,True,659,2852,0.2,0.1,25
United_States,13,9,6,4.0,0,0.0,1,0,F,True,False,True,True,349,3203,0.3,0.2,19
Germany,10,8,8,2.0,0,0.0,0,0,M,True,False,True,True,65,2853,0.6714555844157388,0.1813538338241156,26
United_States,10,8,1,5.0,0,0.0,9,0,F,False,False,False,True,567,2856,0.4972385923434382,0.07976381569448203,7
France,14,8,140,43.0,0,0.0,0,0,F,True,True,False,False,128,2855,0.1,0.017902194337666762,14
United_Kingdom,13,8,0,9.0,0,0.0,0,4,M,False,False,False,True,391,3198,0.1,0.3,10
Germany,11,8,4,1.0,0,0.0,0,0,M,False,False,False,True,704,3200,0.7036615831047373,0.04418128094854702,35
United_States,10,8,4,5.0,0,0.0,1,0,F,False,False,False,True,684,3205,0.2,0.3,31
United_States,16,11,65,4.0,0,0.0,0,0,M,True,False,True,True,436,3199,0.6796635475866577,0.2499249440110689,31
Italy,10,8,19,26.0,0,0.0,7,0,F,True,False,True,True,578,2855,0.8458378925138191,0.103399296224776,38
France,10,8,0,42.0,2,100.0,0,0,M,False,False,False,True,183,2852,99.9,2.397772706664941,13
France,13,10,10,35.0,0,0.0,1,5,M,True,True,False,False,11,3198,0.3,0.3702708107957143,12
Italy,10,8,1,30.0,1,0.0,0,0,F,False,False,False,False,84,2859,0.1,1.0717657177605069,55
Spain,10,8,1,12.0,0,0.0,13,0,M,False,False,False,True,701,3197,0.2,0.14317885104880898,6
Germany,10,8,8,1.0,0,0.0,0,0,F,True,False,True,True,707,3203,0.1,0.1,31
France,10,9,4,36.0,0,0.0,0,0,M,True,False,True,True,583,3203,0.3337377149627968,0.2,12
Italy,12,8,52,33.0,0,0.0,0,1,M,True,True,False,True,31,2857,0.29107895674400297,0.188974095867342,53
Germany,10,8,4,1.0,0,0.0,0,0,F,True,False,True,True,704,3200,0.1,0.1,30
United_Kingdom,10,8,4,6.0,0,0.0,1,1,F,False,False,False,True,519,3195,0.3,0.6125317917792996,12
France,21,22,46,41.0,8,62.0,139,3,F,True,False,True,True,107,2859,62.12622639460912,7.193232025592008,11
United_States,10,8,4,5.0,0,0.0,0,0,F,False,False,False,True,618,3197,0.0021822248261043004,0.2,16
United_Kingdom,10,8,11,7.0,0,0.0,0,1,F,False,False,False,True,187,3199,0.2,1.283333959201208,28
Germany,19,8,1,2.0,11,100.0,0,0,M,False,False,False,False,146,2857,99.9,11.904290527902846,35
Germany,11,8,10,2.0,0,0.0,0,1,F,False,False,False,True,15,2857,0.40167523206178135,0.5056654754866868,28
United_States,13,12,16,5.0,1,0.0,214,8,F,True,False,True,True,11,3198,0.6706767935684392,1.3781233534157653,25
United_States,11,8,7,5.0,0,0.0,0,0,M,False,False,False,True,46,2857,0.6973124778302658,0.2,7
Italy,12,8,37,27.0,3,100.0,1,0,M,False,False,False,False,13,2857,99.95736376352505,4.010758447935174,52
Italy,10,12,5,26.0,0,0.0,4,0,F,False,False,False,True,11,3200,1.0302813727002194,0.0936729168570599,79
United_Kingdom,10,8,76,7.0,0,-10.0,4,1,M,True,False,True,True,490,3199,0.1,0.8646532189124272,25
United_States,12,10,29,4.0,0,0.0,0,1,F,True,False,True,True,40,2853,0.2,0.3,11
United_Kingdom,10,9,21,3.0,0,0.0,1,1,F,True,True,False,True,82,3204,0.1,0.2041906411026224,20
United_States,10,8,28,4.0,0,0.0,0,0,M,False,False,False,True,128,2859,0.4970237904839867,0.2,9
United_States,11,8,0,5.0,0,0.0,6,0,M,False,False,False,True,403,3198,0.3285270923246703,0.2302118773592993,26
United_States,12,8,10,4.0,0,0.0,31,3,F,False,False,False,True,39,3198,0.27929881779057153,0.1,8
United_States,10,8,0,4.0,0,0.0,5,0,F,True,False,True,True,707,3203,0.3,0.2,14
United_States,10,8,13,4.0,0,0.0,0,0,F,True,False,True,True,703,3200,0.1,0.6292643961678512,96
United_States,12,8,1,5.0,1,0.0,1,4,M,False,False,False,True,513,2855,0.012815848104018809,0.8472809701276149,25
United_Kingdom,20,14,12,9.0,12,58.0,3,1,F,True,False,True,True,11,2859,57.95256966065177,11.16945412757064,13
Italy,11,8,4,25.0,0,0.0,6,0,M,True,False,True,True,701,3205,0.2090448993422012,0.3,63
Italy,13,10,1,27.0,0,0.0,1,4,F,True,True,False,True,84,3196,0.2,0.4371720419417289,85
France,10,8,12,40.0,0,0.0,2,0,F,True,True,False,True,566,3205,0.527009439240136,0.2,17
United_States,12,8,3,5.0,1,0.0,0,1,F,False,False,False,True,561,3198,0.2,1.5502731323246899,3
Spain,92,0,115,14.0,73,90.0,4,0,M,True,True,False,False,11,3202,91.10652945839857,72.78811260553904,6
United_Kingdom,10,8,0,9.0,0,0.0,8,0,F,False,False,False,True,360,3201,0.1,0.3,10
Italy,11,8,18,29.0,0,0.0,2,0,F,True,False,True,True,681,2857,0.2,0.1,86
United_Kingdom,10,8,10,10.0,0,0.0,0,1,F,False,False,False,True,25,2854,0.1,0.25058653776332024,12
Italy,12,8,51,26.0,0,0.0,12,2,F,True,False,True,True,20,2859,0.3,0.5870859232578223,65
Spain,10,8,3,19.0,0,0.0,1,0,F,True,True,False,True,680,2858,0.1,0.3,4
France,10,8,56,37.0,0,0.0,0,0,F,True,False,True,True,14,2854,0.2,0.11355144561611995,12
France,10,8,3,36.0,0,0.0,0,0,F,False,False,False,True,698,2859,0.2439187145628252,0.1,15
United_States,32,8,5,4.0,2,100.0,2,0,M,False,False,False,False,205,2854,99.26405487440776,3.222024561454884,34
United_States,12,8,1,4.0,0,0.0,3,1,F,False,False,False,True,698,2859,0.22059178866401552,0.1,96
United_Kingdom,18,8,33,9.0,3,100.0,4,1,F,True,False,True,True,103,2857,99.70270114061591,3.3482566997043186,21
France,10,8,17,35.0,0,0.0,2,1,F,True,False,True,True,571,2859,0.2,0.6849929950178593,14
United_States,10,8,0,4.0,0,0.0,3,0,F,True,False,True,True,705,3202,0.3,1.3127112494739652,20
Italy,10,10,25,26.0,0,0.0,4,1,F,True,False,True,True,17,3202,0.3,1.318422035678,61
United_Kingdom,19,8,0,8.0,10,90.0,0,0,F,True,False,True,True,13,3198,90.84526953296127,10.970143737409835,43
United_States,14,8,30,5.0,0,0.0,0,0,F,True,False,True,True,240,2855,0.192426458611394,0.8064907856336816,16
France,21,15,44,38.0,0,0.0,12,2,F,True,False,True,True,203,3198,0.1,0.06914655521407675,11
France,10,8,6,36.0,0,0.0,0,0,M,True,False,True,True,703,3205,0.5174140014364634,0.2332520530779481,16
United_Kingdom,10,8,1,6.0,0,0.0,3,0,M,False,False,False,True,92,3205,0.25848703870175377,0.5748811439642889,23
Italy,10,8,4,36.0,0,0.0,0,0,F,True,False,True,True,538,3200,0.8058801112171886,0.3,64
Italy,11,8,0,27.0,0,0.0,4,0,M,False,False,False,True,705,3201,0.3,0.1,68
United_Kingdom,22,21,480,6.0,5,83.0,7,19,M,True,False,True,True,11,2855,83.30886008518036,5.21557697814018,17
United_Kingdom,10,8,4,8.0,0,0.0,0,0,F,True,False,True,True,176,2859,0.3,0.0933083011627891,11
Italy,12,8,1,32.0,3,66.0,0,0,F,True,False,True,True,386,3205,65.65610803644256,3.1554548253471237,80
United_Kingdom,15,8,0,11.0,8,100.0,0,0,F,True,False,True,True,28,3205,99.75651020343054,8.767515718716128,15
France,10,8,3,38.0,0,0.0,1,0,M,False,False,False,True,14,3199,0.1,0.1,14
Spain,10,8,7,11.0,0,0.0,1,0,M,True,False,True,True,185,3199,0.2,0.1,3
United_Kingdom,10,8,0,5.0,0,0.0,22,2,F,False,False,False,True,698,2859,0.1,0.3,15
United_States,10,8,14,5.0,0,0.0,1,0,F,True,False,True,True,366,3196,0.3,0.21027107057502428,14
Italy,10,8,1,25.0,0,0.0,3,0,F,False,False,False,True,419,3197,0.3,0.8691305262491907,39
France,30,8,10,37.0,16,100.0,1,0,F,True,False,True,True,12,3195,99.89344792007091,16.468912953752724,12
Germany,10,9,47,1.0,0,0.0,58,2,M,True,False,True,True,16,3203,0.04727070518777085,0.3,30
Italy,10,8,13,31.0,0,0.0,1,0,M,True,False,True,True,36,3200,0.1,0.2,18
Italy,18,8,1,27.0,2,100.0,6,1,F,True,False,True,True,137,2859,99.8,2.4456220629656973,54
Spain,10,8,5,19.0,0,0.0,0,0,F,False,False,False,True,13,3202,0.3,0.13326075900919007,1
United_Kingdom,13,8,3,7.0,1,0.0,0,0,M,True,True,True,True,100,2856,0.2155345194272667,0.1,21
United_Kingdom,10,8,5,7.0,0,0.0,0,0,M,True,False,True,True,425,2859,109.89947872308737,1.005822511022737,14
United_Kingdom,10,8,2,6.0,0,0.0,12,48,F,False,False,False,True,23,2858,0.1,0.016877423280479066,32
Italy,11,9,334,34.0,2,0.0,1,4,M,True,True,False,False,34,3203,0.7648093112434856,2.091659969297093,49
France,10,8,0,39.0,0,0.0,3,0,F,False,False,False,True,695,2856,0.2,0.3,14
France,10,8,1,39.0,0,0.0,72,0,F,False,False,False,True,21,3195,0.2,0.4056704774794388,15
United_Kingdom,12,9,8,8.0,0,0.0,0,0,F,True,False,True,True,652,2854,0.3,0.2251830409728591,21
United_Kingdom,10,9,85,8.0,0,0.0,3,4,F,False,False,False,True,21,2856,0.1,0.6282829108433665,9
United_States,16,10,29,4.0,0,0.0,18,0,F,True,False,True,True,24,3200,0.6878424235189133,0.21129544954635146,9
United_States,11,9,5,4.0,0,0.0,0,0,F,True,False,True,True,522,2857,0.3,0.1,1
United_States,10,8,16,5.0,0,0.0,10,0,F,True,False,True,True,436,3197,0.3,0.1,20
United_Kingdom,11,8,0,8.0,0,0.0,0,3,M,True,True,False,True,656,2855,0.9364065205678828,0.3,20
United_Kingdom,10,8,18,8.0,0,0.0,0,0,F,True,False,True,True,44,2856,0.3,0.3408627212801338,1
France,10,8,10,40.0,0,0.0,0,0,M,False,False,False,True,12,2854,0.3,0.3,14
Italy,10,8,3,28.0,0,0.0,0,1,M,True,False,True,True,11,3197,0.2,0.1,80
Italy,10,9,0,26.0,0,0.0,0,0,F,False,False,False,True,12,2855,0.5521841451952179,0.21123066398179985,39
Germany,10,9,0,1.0,0,0.0,71,0,F,True,False,True,True,304,3205,1.127431231351132,1.2798855212141218,26
France,24,5,40,44.0,15,82.0,0,0,M,True,False,True,False,11,2855,82.9270626864391,14.808234409541376,11
United_States,10,8,13,4.0,0,0.0,0,1,F,True,False,True,True,104,3195,0.1,0.3,9
United_States,10,8,3,4.0,0,0.0,0,0,F,True,False,True,True,686,3199,0.5786595514518427,0.6349401034695055,9
Spain,14,8,0,12.0,4,60.0,0,0,F,True,False,True,True,12,3202,59.57687470851511,3.5664194565665976,5
France,10,9,3,36.0,0,0.0,6,0,M,False,False,False,False,19,3197,0.08864849727174623,0.1,15
Italy,10,9,38,28.0,1,0.0,33,3,M,False,False,False,False,16,3203,0.1,0.5367039420241221,2
United_Kingdom,10,8,8,12.0,0,0.0,0,0,F,False,False,False,True,49,3200,0.1,0.3958912285097804,26
France,15,11,40,40.0,1,0.0,58,3,M,True,False,True,True,53,3197,0.1,1.869547128914548,13
United_States,10,8,1,4.0,0,0.0,6,0,M,False,False,False,True,700,3196,109.26276359011112,0.3,6
United_States,10,8,4,4.0,0,0.0,3,0,F,True,False,True,True,666,2854,0.5380292779711071,0.3737688013649198,29
United_Kingdom,11,8,1,3.0,0,0.0,6,5,M,True,True,False,True,13,3197,0.386244796586892,0.2,16
France,10,9,2,37.0,0,0.0,10,0,F,True,False,True,True,177,3200,0.4006564826720623,0.2,11
Italy,10,8,17,31.0,0,0.0,0,1,M,False,False,False,False,11,3197,0.4900082906351232,0.7257463419773453,63
United_States,10,9,14,3.0,0,0.0,0,0,F,True,False,True,False,12,3202,0.24467738447132634,0.014434656936666634,11
France,12,10,1,36.0,0,0.0,1,5,F,False,False,False,True,92,2859,0.2957047460379333,0.1,16
United_States,17,10,21,4.0,0,0.0,0,2,M,True,False,True,True,297,3197,0.3,0.15527428875062738,15
United_States,10,8,0,4.0,0,0.0,10,0,M,False,False,False,True,696,2857,0.1,0.3,27
Germany,11,8,9,2.0,0,0.0,0,1,F,False,False,False,True,249,2858,0.09117806080666792,0.5628043362325558,39
France,12,8,0,35.0,0,0.0,1,9,M,False,False,False,True,63,3202,0.3,0.2755761588851205,15
United_States,10,8,47,5.0,0,0.0,12,0,F,True,True,False,True,503,3199,0.6744280595544258,0.1,8
Spain,34,9,13,12.0,0,0.0,0,0,M,True,True,False,False,646,3205,0.3,0.2,99
United_States,25,29,67,4.0,0,0.0,14,5,F,True,False,True,False,36,3199,0.1527196256285835,0.6182837184994954,10
United_Kingdom,11,8,4,8.0,0,0.0,174,14,M,False,False,False,True,82,2853,0.7777486434755272,0.1,24
Spain,10,8,0,13.0,0,0.0,14,0,M,True,True,False,True,668,3198,0.2,0.1,2
Spain,13,9,3,13.0,0,0.0,1,1,F,True,False,True,True,14,3201,0.25896642106892576,0.2,99
Germany,10,8,7,1.0,0,0.0,12,0,F,False,False,False,True,12,3200,0.10559601748983682,0.1,22
Germany,10,8,0,2.0,0,0.0,6,0,F,False,False,False,True,661,2858,0.12403840382384247,0.3,41
United_States,16,8,808,5.0,1,0.0,5,16,M,False,False,False,True,13,3203,0.016817995342313624,0.7997459000408228,7
France,10,8,4,35.0,0,0.0,0,0,F,True,False,True,True,255,3200,0.7055501697441919,0.11942260958142188,18
Spain,24,9,16,16.0,31,90.0,1,0,M,True,False,True,True,17,3200,90.08948066328699,30.709081733235635,2
Italy,10,8,0,28.0,0,0.0,14,0,F,False,False,False,True,325,3197,0.3929720534235547,0.2,61
United_Kingdom,10,8,5,11.0,0,0.0,0,0,F,False,False,False,True,535,3205,0.359943748121978,0.3,8
United_States,10,8,14,4.0,0,0.0,1,0,M,True,False,True,True,704,3203,0.5155802506146128,0.3,5
France,10,8,3,45.0,0,0.0,0,0,M,False,False,False,True,19,3198,0.4388869519526423,0.23634480964081125,13
Germany,10,8,10,2.0,0,0.0,0,0,M,True,False,True,True,39,3204,0.8807889121547562,0.3,39
France,12,10,1,37.0,2,100.0,1,0,F,False,False,False,True,72,2853,99.65997261516128,1.7469149850989312,13
United_States,10,8,4,5.0,0,0.0,0,0,F,True,False,True,True,691,2852,0.1,0.2,28
France,20,8,0,43.0,10,100.0,0,0,F,False,False,False,True,21,2856,99.7,11.03906962598531,12
France,60,9,3,38.0,106,98.0,0,0,F,True,False,True,True,11,2857,97.72261915375469,99.9,14
Spain,63,8,727,14.0,66,83.0,16,0,F,True,False,True,False,11,3195,82.85866477552129,66.50868795747088,99
Germany,14,8,28,1.0,0,0.0,53,1,M,False,False,False,True,39,3198,0.946146539498087,0.4967077012918391,39
Italy,10,8,1,26.0,0,0.0,7,1,F,True,False,True,True,319,3201,0.3,0.30978984866708165,45
Spain,21,8,26,17.0,0,0.0,8,0,M,True,False,True,False,58,3201,0.3,0.3,1
France,10,8,20,36.0,0,0.0,6,0,F,False,False,False,True,158,2854,0.11022176598953927,0.2,14
France,55,8,9,37.0,30,93.0,1,0,M,True,True,False,False,131,2858,92.63590474940278,30.655753617625503,16
Italy,11,8,3,27.0,0,0.0,13,8,M,True,False,True,True,11,2857,0.014781915126745825,0.32240103664944625,84
United_Kingdom,10,8,2,5.0,0,0.0,5,0,F,True,True,False,True,626,2854,0.1,0.20073001246718086,18
France,11,8,13,38.0,0,0.0,0,1,M,True,False,True,True,154,2855,0.1,0.3,18
Spain,10,8,5,10.0,0,0.0,0,0,F,True,False,True,True,516,2852,0.3486792367463836,0.1,7
Italy,12,11,8,33.0,4,75.0,3,0,F,False,False,False,True,16,2857,75.01888157852228,4.456997861412852,84
Germany,17,10,85,1.0,0,0.0,0,0,F,True,False,True,False,141,3198,0.2,0.8323669691464671,47
Spain,118,37,237,16.0,35,91.0,2,1,M,True,False,True,False,11,2853,90.9631629828944,34.52552906634583,95
United_Kingdom,10,8,0,8.0,0,0.0,3,1,M,False,False,False,True,692,2858,0.2,0.1,12
France,11,8,0,34.0,0,0.0,0,5,F,False,False,False,True,70,3195,0.7410921686268006,0.2559025376737521,14
France,10,8,8,35.0,0,0.0,0,0,F,True,False,True,True,289,3199,0.3582047127728901,0.3,11
United_Kingdom,11,8,68,6.0,0,0.0,7,0,M,False,False,False,True,14,2855,0.052862068301325324,0.1425963498077512,17
Italy,10,8,42,30.0,0,0.0,1,0,F,True,False,True,True,19,3199,0.12519805519638014,0.3,48
France,10,8,10,35.0,0,0.0,0,0,M,True,False,True,True,681,2852,0.5377842497601747,0.3,14
United_States,10,8,3,4.0,0,0.0,0,0,M,False,False,False,True,261,3200,0.2,0.6456701592483288,12
United_States,10,8,8,4.0,0,0.0,0,0,F,True,False,True,True,657,2856,0.3,0.983647131030334,4
Spain,10,8,11,15.0,0,0.0,0,0,F,False,False,False,True,570,2858,0.1,0.4659994457965148,1
France,13,10,4,41.0,0,0.0,1,0,M,False,False,False,True,124,3203,0.391149292836622,0.6520800765526577,11
France,30,8,5,39.0,1,0.0,7,0,M,False,False,False,False,61,3201,0.0034157203978118994,1.858565158722924,14
Spain,10,8,3,15.0,0,0.0,0,0,M,False,False,False,True,706,3202,0.3,0.2,1
Italy,10,8,3,34.0,0,0.0,0,0,F,True,False,True,True,430,3198,0.3,0.7752298212609776,93
United_Kingdom,10,8,10,11.0,0,0.0,0,0,M,True,False,True,True,661,3197,0.16481408261098887,0.16492108555632784,0
Italy,10,8,26,31.0,0,0.0,0,1,F,False,False,False,True,11,3203,0.1,0.3266504615645641,81
United_States,19,12,196,5.0,3,100.0,69,58,M,True,False,True,True,12,3205,99.55179376813184,2.6165551314125586,5
United_Kingdom,10,9,31,8.0,0,0.0,2,0,F,True,False,True,True,653,2855,0.2430757102363985,1.2346917485951268,11
United_States,10,8,24,5.0,0,0.0,0,0,F,True,False,True,True,709,3205,0.03556515590193038,0.2,22
United_Kingdom,10,8,33,5.0,0,0.0,1,0,M,False,False,False,True,50,3205,-2.791345228200235,0.1,18
United_Kingdom,11,9,4,10.0,0,0.0,0,0,M,False,False,False,True,588,2857,0.003639646229313526,0.3,11
Germany,11,8,0,1.0,0,0.0,6,0,M,True,False,True,True,684,2857,0.2,0.3,26
France,28,2,61,42.0,11,100.0,225,1,F,False,False,False,False,24,3201,99.55470164639368,10.87503980187422,16
United_Kingdom,11,8,51,9.0,0,0.0,0,0,M,False,False,False,True,12,2859,0.5165796607531569,0.15167805372975615,27
United_States,10,8,10,5.0,0,0.0,13,0,F,False,False,False,True,224,3198,0.04716393014286043,0.3,6
France,13,8,2,38.0,2,100.0,0,0,F,False,False,False,True,377,2852,99.81796362977416,2.4426166490878405,15
France,10,9,10,44.0,0,0.0,1,1,F,False,False,False,True,26,2856,0.3,1.23970821096365,13
Italy,10,8,7,25.0,0,0.0,0,0,F,False,False,False,True,196,2853,0.2597351608720612,0.5453196143285189,66
Germany,12,8,0,1.0,0,0.0,0,0,F,False,False,False,True,20,3201,0.6368451022714341,0.7771500258297827,35
Italy,12,11,4,28.0,0,0.0,22,0,F,True,True,False,True,529,3200,0.04744336316675095,0.1,56
United_Kingdom,11,8,19,8.0,0,0.0,27,0,F,True,False,True,True,85,2859,0.2,0.2,8
United_States,10,8,0,4.0,0,0.0,3,0,F,True,False,True,True,560,2856,0.2,0.8725497222695147,33
France,10,8,0,36.0,0,0.0,3,0,F,False,False,False,True,708,3204,0.8337764780214999,0.1,16
Germany,10,8,13,1.0,0,0.0,0,0,M,True,False,True,True,492,3197,0.2,0.2,32
United_Kingdom,10,8,1,6.0,0,0.0,8,0,F,True,True,False,True,603,3203,0.1,0.1,11
Spain,12,8,0,11.0,1,0.0,0,0,M,True,False,True,False,11,2856,0.2,0.9581115030559834,1
Spain,10,8,5,15.0,0,0.0,0,1,F,False,False,False,True,30,3196,0.29056138128615233,0.1,1
France,11,9,25,41.0,0,0.0,0,4,M,False,False,False,False,65,2858,0.2,0.20281123709470966,17
Italy,10,8,3,24.0,0,0.0,6,0,M,False,False,False,True,693,2854,0.6547532182380035,0.4539456402499938,91
United_States,11,8,410,4.0,0,0.0,0,0,M,False,False,False,True,11,3205,0.5487347392352007,0.3,24
United_States,10,8,0,5.0,0,0.0,6,0,F,False,False,False,True,530,2852,0.1,0.4188577180779863,17
Germany,14,8,7,0.0,0,0.0,49,35,F,False,False,False,True,14,2857,-3.2846108477019897,0.3,33
United_Kingdom,16,11,8,4.0,0,0.0,0,0,F,False,False,False,True,460,2859,0.6209322367283606,0.2,23
United_Kingdom,11,8,0,9.0,4,0.0,0,0,F,True,False,True,False,683,2858,0.15538869625380572,3.7837837597105586,10
France,13,34,4,35.0,8,87.0,20,32,M,False,False,False,False,22,2857,87.67147030407793,8.176761850709948,14
United_Kingdom,10,8,27,8.0,0,0.0,11,0,F,False,False,False,True,353,2855,0.457642417529547,0.4347922180095463,10
Italy,14,8,17,27.0,0,0.0,1,0,M,True,True,True,True,336,3199,0.3227499375923769,0.06617503163932456,54
France,10,8,3,45.0,0,0.0,0,0,F,True,True,False,True,54,2854,1.214061893419066,0.07862842338017242,11
United_States,11,8,0,4.0,0,0.0,0,3,F,False,False,False,True,69,3201,0.1653392037213487,0.3,14
United_States,10,8,8,5.0,0,0.0,0,0,F,True,False,True,True,366,3197,0.3,0.1195011684899225,42
France,11,8,0,43.0,0,0.0,47,1,F,False,False,False,True,610,2857,0.5171715270400222,0.3,10
Spain,12,8,2,13.0,4,75.0,0,0,F,True,False,True,True,29,3197,74.61360176612148,3.517238031106752,3
United_States,10,8,10,4.0,0,0.0,0,1,M,False,False,False,True,493,2854,0.2,0.17101523137656569,36
Germany,10,8,22,2.0,0,0.0,15,7,M,False,False,False,True,11,3204,0.3,0.8999473665198099,29
Spain,10,8,0,15.0,0,0.0,10,0,F,False,False,False,True,691,2852,0.3794497113348422,0.2306447803959479,2
France,10,8,10,38.0,0,0.0,0,0,F,True,False,True,True,385,3199,0.1,0.2,13
Germany,12,10,6,1.0,0,0.0,1,0,F,True,False,True,True,432,2855,0.028504915505268208,0.1,36
Germany,23,21,85,2.0,3,25.0,4,2,F,True,False,True,False,324,2854,25.14180347627072,2.2670997241094466,28
United_States,10,13,15,4.0,0,0.0,1,1,M,False,False,False,False,196,2859,0.3,0.4497453239673684,29
United_Kingdom,10,8,0,8.0,0,0.0,4,0,F,False,False,False,True,349,3205,0.5879320002738041,0.1839763832279845,25
Germany,10,8,12,2.0,0,0.0,1,0,F,True,False,True,True,607,3198,0.1,0.2,30
United_Kingdom,11,8,0,5.0,0,0.0,6,0,F,False,False,False,True,698,2859,0.2729867747813193,0.2,4
United_States,10,8,6,4.0,0,0.0,0,0,M,False,False,False,True,252,3201,0.7030142692699582,0.3,6
France,11,8,11,37.0,1,0.0,0,0,F,True,False,True,True,34,3203,0.1,1.170750738506092,12
France,38,0,17,41.0,7,0.0,0,0,M,True,False,True,False,125,3204,0.3,7.168973894532392,13
