country,socialNbFollowers,socialNbFollows,socialProductsLiked,productsListed,productsSold,productsPassRate,productsWished,productsBought,gender,hasAnyApp,hasAndroidApp,hasIosApp,hasProfilePicture,daysSinceLastLogin,seniority,anom_x,anom_y,login_data,likes
France,10,8,3,35.0,0,0.0,0,0,F,True,False,True,True,588,3203,0.2324207816041149,0.2,10,102.63091787236219
United_Kingdom,10,8,6,6.0,0,0.0,7,0,M,False,False,False,True,267,2856,0.06234053743199964,0.1085531073381004,7,10.16054297140177
France,10,8,0,39.0,4,75.0,0,0,F,False,False,False,True,11,3205,75.00451503327638,3.957449013270775,14,130.36756446100992
France,10,8,12,36.0,0,0.0,5,1,M,False,False,False,False,12,2857,0.1,0.2204218291203163,16,108.35657404929255
Italy,10,8,3,34.0,0,0.0,0,0,F,True,False,True,True,705,3201,0.1,1.1193939916547049,69,53.08976675976463
United_States,10,8,0,5.0,0,0.0,3,0,M,False,False,False,True,701,3197,0.3,0.14028115790566728,94,46.255844726501735
United_Kingdom,10,8,9,4.0,0,0.0,0,1,M,False,False,False,True,14,3201,0.3235774463468165,0.02334589184838616,9,13.775661464730481
Germany,12,9,5,1.0,0,0.0,10,0,M,False,False,False,True,354,3197,0.2,0.15604572745368672,31,19.92606436606436
France,10,8,56,45.0,0,0.0,7,1,F,False,False,False,True,16,3202,0.5166711919386648,0.35007837978851586,14,105.51571060418343
France,13,8,0,43.0,0,0.0,0,4,F,False,False,False,True,475,2857,0.3,1.2322977775214794,17,113.64752213893843
Germany,12,8,18,1.0,0,0.0,1,1,M,True,False,True,False,45,3197,1.1404069692431331,0.3,24,17.976790893680747
Germany,10,8,5,1.0,0,0.0,0,0,F,True,False,True,True,651,3202,0.1190199107593226,0.3,26,23.240348375637648
Germany,10,8,0,1.0,0,0.0,4,0,F,False,False,False,True,361,2854,0.3,0.4989667839510781,25,23.75395642355878
France,10,8,11,34.0,0,0.0,17,0,M,True,False,True,True,364,3205,0.3,0.3050883019445865,15,121.74752841073656
United_States,10,8,99,5.0,0,0.0,0,0,F,False,False,False,True,68,3197,0.1,0.3,31,81.60076366619911
Italy,11,8,7,29.0,0,0.0,1,0,M,True,False,True,True,308,3196,0.10210376385442024,0.4696218028216077,1,70.56301819214862
United_States,10,8,0,4.0,0,0.0,5,0,F,False,False,False,True,441,3195,110.05260142403179,0.3,0,51.95736346941737
Germany,10,8,4,1.0,0,0.0,0,0,M,True,False,True,True,614,3201,0.3,0.9760284626651596,37,26.157252545541635
France,10,8,6,43.0,0,0.0,0,0,F,False,False,False,True,694,3202,107.05738696272259,0.4410379328849348,15,93.0
United_Kingdom,11,17,6,6.0,0,0.0,0,0,F,False,False,False,True,393,2854,0.8962529139158804,0.1,22,12.485803765566754
United_States,10,8,3,4.0,0,0.0,0,0,M,False,False,False,True,189,3196,0.1,1.1923699198109807,36,42.140338631784246
United_Kingdom,14,14,40,8.0,0,0.0,20,0,F,True,False,True,True,19,2854,0.6537816743968798,0.2,17,38.0
United_States,10,8,35,4.0,0,0.0,0,1,F,True,True,False,True,694,3196,0.3,0.1,13,54.03734145440439
France,10,8,3,38.0,0,0.0,0,0,F,True,False,True,True,520,3195,0.2,0.6140711023178319,13,115.35556552727137
Germany,11,8,32,2.0,0,0.0,2,2,M,True,False,True,True,11,3200,0.07430418541711477,0.1,44,25.019257556782645
United_Kingdom,10,8,18,9.0,0,0.0,79,2,F,False,False,False,True,38,2853,1.1067401947961866,0.1,18,4.175368175960192
Germany,10,8,0,1.0,0,0.0,6,1,F,True,False,True,True,283,3199,0.4101846825535772,0.1,32,26.33832704321676
United_Kingdom,10,8,0,4.0,3,0.0,0,0,M,False,False,False,True,34,2855,0.1,3.90265711270202,18,15.80345089613601
Italy,11,9,19,30.0,0,0.0,98,4,F,True,False,True,True,11,3204,0.3,0.6018351154014333,56,90.62859344778298
Germany,11,8,4,0.0,0,0.0,1,0,F,True,False,True,True,14,2857,0.3,0.2,30,21.468342896973788
United_States,10,10,5,4.0,0,0.0,2,0,M,False,False,False,True,529,2857,0.2,0.10284293728238253,12,63.09253696363207
France,17,8,0,37.0,6,100.0,0,0,M,False,False,False,True,31,2857,99.82334150632002,5.929167209787988,15,129.15439804906097
United_Kingdom,10,8,3,7.0,0,0.0,2,1,F,True,False,True,True,28,3198,0.2,0.08962965813519706,23,143.0
France,10,8,3,37.0,0,0.0,2,0,F,True,False,True,True,215,3201,0.2,0.3,16,108.56206567360378
United_States,12,8,59,4.0,0,0.0,55,5,F,True,False,True,True,17,2857,-4.801004962753163,0.3,20,60.02099076284882
Italy,10,8,6,28.0,0,0.0,0,0,F,True,False,True,True,697,3196,0.1,0.1,68,108.9238394916776
United_Kingdom,11,8,21,6.0,1,0.0,1,0,F,False,False,False,True,11,2858,0.8777043859603018,2.103084531735945,4,7.90818490317066
United_States,10,8,1,5.0,0,0.0,3,0,F,False,False,False,True,703,3200,0.2815235280212943,0.2,38,39.939737310253044
France,10,9,0,34.0,0,0.0,4,2,M,True,True,False,True,546,3196,0.3,0.2548444479022141,10,61.11465001104624
France,10,9,30,35.0,0,0.0,22,0,F,False,False,False,True,11,3205,0.6364456765373676,0.3,12,86.0
France,19,8,25,37.0,3,66.0,0,0,F,True,False,True,True,13,2857,66.11287734250446,2.9537342855322395,15,130.75145726814168
Italy,11,11,8,29.0,0,0.0,0,3,F,True,False,True,False,32,3201,0.8590636538706372,0.2450400539950277,63,55.14673264624798
United_States,10,8,7,4.0,0,0.0,0,0,M,True,False,True,True,216,2855,0.10825823351455127,0.3,30,66.40892606184973
France,10,8,75,36.0,0,0.0,1,0,F,True,False,True,True,11,3202,0.13408335045184308,0.388390311345397,13,109.63905104988498
United_States,17,8,0,4.0,2,100.0,0,0,M,True,False,True,True,618,3202,99.7,1.8426198840799084,11,62.46417403485774
United_Kingdom,10,8,4,8.0,0,0.0,3,0,F,False,False,False,True,82,2856,-6.817412383187059,0.15014109326605574,30,10.033463069225926
United_States,11,29,128,4.0,0,0.0,20,2,F,False,False,False,True,12,3204,0.2,0.1,17,63.285995186696894
France,10,8,5,39.0,0,0.0,10,0,F,False,False,False,True,47,3195,0.5463111899295154,0.2,14,157.03643724167515
United_States,11,8,3,4.0,0,0.0,0,0,F,False,False,False,False,11,2857,0.15242752357832282,0.17279764091870806,35,44.504963273458
France,10,8,20,38.0,0,0.0,0,1,F,False,False,False,True,54,3203,0.5236798990261892,0.3696488442004949,16,143.05268465891325
United_States,10,8,3,4.0,0,0.0,2,0,F,False,False,False,True,701,3197,0.0173069955189444,0.3,15,56.27003529557615
United_Kingdom,10,9,15,10.0,0,0.0,1,0,F,True,False,True,True,17,2853,0.2,0.3,19,10.58971111782115
Italy,11,8,8,26.0,0,0.0,0,1,F,True,False,True,True,45,3198,0.2,0.2,77,135.0
United_Kingdom,10,8,7,7.0,0,0.0,0,1,M,True,False,True,True,642,3200,0.5034301175613227,0.2,13,4.045065164346096
France,12,8,0,36.0,3,100.0,0,0,F,False,False,False,True,58,3201,99.34607262862306,2.621638500823628,10,142.05829302660322
United_States,10,8,6,4.0,0,0.0,9,0,M,False,False,False,True,155,3195,-6.126999811249296,0.2,14,51.88684934015039
France,13,8,9,39.0,0,0.0,0,0,M,True,False,True,True,547,3196,0.1,0.2,13,100.59246524888354
Italy,10,8,4,30.0,0,0.0,7,0,M,False,False,False,True,456,3203,0.1,0.2,92,92.3105197885905
France,11,8,0,38.0,0,0.0,5,0,M,False,False,False,True,176,3198,0.1,0.3382915911008407,13,121.30027118469762
France,10,8,12,41.0,0,0.0,0,0,M,True,False,True,True,144,2859,0.22290535021076768,0.3,14,102.02180059833884
United_Kingdom,10,8,0,6.0,0,0.0,4,0,M,False,False,False,True,704,3200,0.9299393445879915,0.3,13,11.355317226383022
Germany,11,8,5,2.0,0,0.0,0,0,M,False,False,False,True,694,3197,0.1,0.2,39,25.40764588872075
Germany,10,8,3,1.0,0,0.0,0,0,F,True,True,False,True,71,3200,0.1,0.5842336207281698,34,23.540788536771622
France,10,6,9,35.0,0,0.0,5,0,M,True,False,True,True,549,3199,0.20213399819053907,0.3897425301938647,12,93.4126697137269
United_Kingdom,25,14,14,9.0,0,0.0,13,8,M,True,True,True,True,13,2859,1.4543931060538409,0.2,9,11.344778499878673
United_Kingdom,11,8,108,7.0,0,0.0,1,5,F,True,False,True,False,97,2856,0.1,0.2,15,10.118725937874705
Italy,12,7,1,31.0,1,0.0,0,0,M,True,False,True,True,344,2855,1.6335412674421128,1.4866458796884752,94,75.44929336730634
United_Kingdom,12,9,1,8.0,0,0.0,3,0,F,False,False,False,True,694,2855,0.12081421346790593,0.2,9,6.403912208508831
United_Kingdom,11,8,0,8.0,2,50.0,0,0,F,False,False,False,True,21,3200,49.85114230273945,1.9576749440127421,16,8.888973271462342
Spain,10,8,4,16.0,0,0.0,0,0,F,True,True,False,True,562,2854,0.3,0.2,0,50.16818199514699
France,10,9,2,49.0,0,0.0,3,1,M,False,False,False,True,12,2853,0.28387294800367835,0.13155984932756412,12,113.35877186656191
Italy,10,9,5,29.0,0,0.0,0,2,F,False,False,False,True,14,3200,0.2,0.2,71,114.0
United_Kingdom,11,13,7,10.0,0,0.0,47,0,F,False,False,False,True,20,3197,0.1,0.2,23,7.150726881140827
United_Kingdom,11,8,8,10.0,0,0.0,10,0,F,True,False,True,True,240,3198,0.1,0.3,25,4.619780609245857
United_Kingdom,14,10,684,10.0,0,0.0,33,9,F,True,False,True,True,12,2857,0.3,0.3,4,11.382607748770022
France,10,9,4,43.0,0,0.0,0,1,F,True,False,True,True,116,2853,0.9555919667742871,1.3221160682384094,15,118.43116054311383
Italy,13,9,31,26.0,1,0.0,0,1,M,True,False,True,True,16,3205,0.34867578515279124,0.9304791476128844,59,83.85526625152889
France,25,9,1,36.0,6,83.0,0,0,M,True,False,True,False,12,2854,82.60846355066087,6.79858744223364,13,84.30850319926728
Spain,11,8,14,15.0,0,0.0,4,0,M,False,False,False,True,45,3202,0.7176653343155615,0.2,99,65.63994981287313
United_States,10,8,13,5.0,0,0.0,0,0,M,False,False,False,True,268,2856,0.2,0.1858167038842563,35,64.71381183429732
United_States,15,9,45,4.0,0,0.0,20,0,F,True,False,True,True,52,3200,0.1,0.2740391854247061,22,73.23350467015969
United_States,10,8,20,4.0,0,0.0,5,0,F,False,False,False,True,703,3200,0.14408663491653767,0.19836978541557568,10,71.18831783157086
United_Kingdom,12,0,4,7.0,2,100.0,1,2,M,False,False,False,False,26,3201,99.9591352935272,2.7615319578482667,25,17.096032565374106
Germany,10,8,1,1.0,0,0.0,0,6,F,False,False,False,True,227,2855,0.1,0.18904520663584568,28,25.229657989581327
United_States,21,12,4,4.0,0,0.0,0,0,F,True,False,True,True,435,3196,0.2,1.1289356014109966,39,94.08903956212473
United_States,11,8,22,4.0,0,0.0,1,0,M,False,False,False,True,12,3203,0.1,0.3,24,65.57740466230442
United_States,10,8,3,4.0,0,0.0,0,0,M,False,False,False,True,66,3197,0.2,0.7788528761375476,86,41.6343043942974
Italy,10,8,9,26.0,0,0.0,1,1,M,True,False,True,True,403,3205,0.1,0.2,93,94.00992221453672
United_States,10,8,5,4.0,0,0.0,1,0,F,False,False,False,True,217,3197,-8.684452616816568,0.3,26,47.22244096555045
United_States,10,8,5,4.0,0,0.0,0,0,F,False,False,False,True,699,3195,0.3,0.9600846737254928,18,48.937876113017744
United_States,10,8,1,4.0,0,0.0,16,0,F,True,False,True,True,558,3203,0.5942522093811765,0.2,18,75.0
United_Kingdom,13,10,9,8.0,1,0.0,2,0,F,True,False,True,True,39,3198,0.2695993101932394,1.112029701085037,28,12.222914455842792
Italy,10,8,0,29.0,0,0.0,5,0,F,True,False,True,True,663,3205,0.20057575209200326,0.3,78,116.0
France,10,8,18,34.0,0,0.0,0,0,F,True,True,False,True,16,2856,0.3,0.2,14,67.91256952913655
United_States,10,8,14,4.0,0,0.0,10,0,M,False,False,False,True,37,2856,0.1,0.2,9,146.0
United_States,10,8,1,4.0,0,0.0,47,0,F,True,False,True,True,286,3197,0.2,0.3,15,55.410060208756754
France,15,8,0,34.0,7,85.0,0,0,F,True,False,True,False,88,3195,83.92281115143567,6.981994661105065,14,120.6260288364078
United_Kingdom,12,8,1,9.0,1,0.0,0,0,F,False,False,False,False,15,3205,0.1,0.2516647699661807,12,3.1791657105750852
United_States,10,8,6,4.0,0,0.0,0,0,M,False,False,False,True,232,3195,0.32007958275138704,0.2,5,53.35884968267782
United_States,11,8,18,5.0,0,0.0,3,0,F,False,False,False,True,17,3199,0.1,0.1,17,127.0
Germany,10,8,2,1.0,0,0.0,81,0,F,False,False,False,True,66,3199,0.1447101374400352,0.1,25,23.94073997558688
Germany,10,8,32,1.0,0,0.0,5,0,M,True,True,True,True,118,3199,0.8653748385787606,0.3,32,22.94988724227236
Germany,10,8,11,1.0,0,0.0,0,0,F,True,False,True,True,504,3196,1.1990344533802415,0.1,43,21.950185934922988
United_Kingdom,12,8,0,8.0,0,0.0,10,0,F,False,False,False,True,72,2856,1.0335029608355657,0.3,16,8.331472370352888
United_States,10,8,5,4.0,0,0.0,0,0,F,False,False,False,True,708,3204,0.1,0.3,21,54.92978876040594
United_States,10,8,2,4.0,0,0.0,5,0,M,False,False,False,True,524,2854,0.6651541029828248,0.3037846879675836,92,49.48676348702437
United_Kingdom,10,8,3,6.0,0,0.0,0,2,M,False,False,False,True,658,2852,0.1,0.1,22,14.925770171244828
Germany,10,8,10,1.0,0,0.0,0,0,M,True,False,True,True,604,3198,0.1,0.9765448760455192,36,28.83413783936259
Italy,19,9,14,31.0,7,85.0,0,0,M,True,False,True,False,15,3198,85.18631466802678,6.7607512194702375,64,76.92855894086105
United_States,10,8,0,4.0,0,0.0,4,0,F,False,False,False,True,700,3196,0.3295052109533277,0.2,28,42.23625538234812
France,10,8,0,42.0,0,0.0,4,1,M,False,False,False,True,96,3201,0.2,0.25818467022932473,18,135.72623790748878
United_Kingdom,18,10,14,9.0,18,83.0,19,0,M,True,False,True,True,12,3202,83.05343718182282,17.707605449941994,16,15.335311158920884
United_Kingdom,16,9,1,7.0,4,75.0,0,0,F,True,False,True,True,219,2858,74.97458709491477,4.667192838378157,15,4.14226191385729
Germany,11,8,3,1.0,1,0.0,0,1,F,True,False,True,True,324,3197,0.2,0.2,35,24.308022555019825
Germany,10,8,3,1.0,0,0.0,0,0,F,True,False,True,True,696,3196,0.2,0.07049245925883986,35,22.566643048471462
United_Kingdom,16,8,3,11.0,41,78.0,1,1,M,True,False,True,True,11,2859,77.50652907312644,41.54703615689261,22,7.940623643796185
Italy,10,8,9,33.0,0,0.0,0,0,F,False,False,False,True,28,3204,1.1711253512564457,0.2,48,86.11333816144437
France,11,9,0,38.0,1,0.0,0,13,F,False,False,False,True,210,3198,0.6198599876279759,2.0159109856833894,14,71.0
United_States,43,12,35,4.0,62,87.0,2,2,M,True,False,True,False,12,3196,87.24192778166571,62.25392866843611,1,77.09338411892264
France,10,8,4,40.0,0,0.0,3,0,F,True,True,False,True,221,2856,0.2,0.2,13,93.0
United_States,12,8,12,4.0,0,0.0,1,5,M,True,False,True,True,31,3200,0.1,0.2785214666820237,1,29.0
Italy,10,8,0,31.0,0,0.0,6,0,F,False,False,False,True,700,3196,0.011551088548245186,0.2,69,18.0
United_Kingdom,10,8,79,8.0,0,0.0,18,0,F,False,False,False,True,228,2859,1.0268976594435608,7.668765011387971e-05,6,71.0
United_Kingdom,10,8,72,11.0,1,0.0,0,0,F,False,False,False,False,94,3196,0.3,1.4906103497514136,8,67.0
France,10,8,3,40.0,0,0.0,0,0,F,False,False,False,True,399,2857,0.3,0.2,18,127.1411698475385
United_Kingdom,10,8,10,8.0,0,0.0,1,0,M,True,False,True,True,235,3197,0.1,0.07282570056074522,9,8.281827684109258
France,11,8,5,44.0,0,0.0,0,1,F,True,False,True,True,472,2858,0.1,0.1,13,58.331273077238784
United_Kingdom,10,8,6,7.0,0,0.0,0,0,M,True,False,True,True,20,3202,0.2,0.5221845465388075,20,-1.4896062644773274
Italy,11,10,30,31.0,0,0.0,24,1,F,True,False,True,False,12,3202,-5.646437300085692,0.27109066791550984,45,91.74961268130951
United_States,11,8,5,3.0,0,0.0,5,1,M,False,False,False,True,688,2854,0.251283274336381,0.7928863350547618,3,29.0
France,10,10,6,35.0,0,0.0,1,0,M,True,True,False,True,600,3199,0.2,0.2,12,128.0529238536918
United_States,10,8,39,4.0,0,0.0,0,0,F,False,False,False,True,155,3203,0.3,0.1,18,58.427669697256235
United_States,10,8,0,4.0,0,0.0,3,0,F,True,False,True,True,110,3195,0.450565797965632,0.37513811596787866,9,57.27486291968035
United_Kingdom,10,8,4,9.0,0,0.0,0,0,M,True,False,True,True,17,2855,0.1,0.7839268357996759,11,3.545240698538044
France,10,10,0,36.0,1,0.0,3,1,F,False,False,False,True,97,2858,0.4569518841425852,1.7544543939858384,14,108.45223420573012
France,11,8,3,37.0,0,0.0,0,1,F,True,False,True,False,647,3195,0.1,0.2726612013111881,12,172.1390448027977
Italy,10,10,0,28.0,0,0.0,30,0,F,True,False,True,True,57,2854,0.3,0.015292847485740113,60,97.37049208744381
United_Kingdom,10,8,18,9.0,0,0.0,16,0,F,False,False,False,True,178,2858,0.1,0.4763955090608143,13,6.3761926402738425
United_Kingdom,10,8,3,7.0,0,0.0,0,0,M,True,False,True,True,645,2856,0.2,0.3,11,7.805729277719681
United_States,12,9,6,4.0,0,0.0,6,1,F,False,False,False,True,432,3199,0.3,0.2,9,53.274578579586176
Germany,11,8,13,1.0,0,0.0,0,0,M,False,False,False,True,605,2857,0.7728580012928448,0.1,30,24.68490138269991
United_States,10,8,12,4.0,0,0.0,0,0,M,True,False,True,True,579,3203,0.4802651358835324,0.7022042645379879,2,39.24632771378191
France,10,8,4,45.0,0,0.0,0,0,F,True,False,True,True,29,3199,0.1,0.2,16,63.00598127829508
Germany,13,8,3,1.0,0,0.0,2,1,M,True,False,True,False,11,3198,0.4396565889356003,0.9773157992266179,29,21.39762584040836
Italy,35,9,11,32.0,26,82.6,0,0,M,True,False,True,False,11,3195,82.41687813976115,26.60255020559352,68,87.15255264173138
United_Kingdom,10,8,6,5.0,0,0.0,0,0,F,True,False,True,True,109,3200,0.2,0.3,25,5.121880695155865
United_States,10,8,1,4.0,0,0.0,21,0,F,False,False,False,True,661,2853,0.02818068433934047,0.5150880801230102,3,45.1881746389852
United_States,10,8,88,4.0,0,0.0,55,1,F,True,False,True,True,32,2859,0.188443892386643,0.1,23,54.05156538327445
United_States,10,8,55,5.0,0,0.0,0,0,M,False,False,False,True,701,3197,0.1,0.2,0,49.80222330168639
United_Kingdom,14,8,1,6.0,0,0.0,138,2,M,True,True,False,True,114,3197,0.2,0.2,10,9.699082096102826
United_Kingdom,11,8,9,8.0,0,0.0,9,0,M,False,False,False,True,703,3199,0.2,0.2,21,11.397186070215081
Italy,13,8,0,26.0,0,0.0,3,0,F,False,False,False,True,613,2857,0.1,0.3,75,62.04663031226795
France,12,8,0,37.0,0,0.0,4,0,M,False,False,False,True,442,3202,0.1,0.2,11,117.65450539454312
Germany,23,13,669,1.0,0,0.0,139,20,F,True,False,True,True,11,2856,0.2,0.2,32,25.89480727307007
Italy,25,37,2,26.0,0,0.0,41,0,M,True,True,False,False,697,3199,0.30734700881739097,0.3,51,79.21955981839156
Germany,10,8,173,1.0,0,0.0,4,3,M,True,False,True,False,14,2854,0.1,0.1,31,31.038246549766562
Germany,10,8,12,2.0,0,0.0,0,0,F,True,False,True,True,131,2854,0.07163816294962881,0.2,19,21.98857304176634
France,10,8,6,36.0,0,0.0,0,0,F,True,False,True,True,462,3205,0.8028189061989277,0.3,13,129.0
United_Kingdom,10,8,8,7.0,0,0.0,1,1,F,True,False,True,True,27,3204,0.2,0.5618035226961371,11,43.0
France,10,8,42,36.0,0,0.0,0,2,M,True,False,True,True,30,3204,0.2782735627827053,0.2576685137628445,16,121.3776185106127
United_States,10,8,16,4.0,0,0.0,0,0,M,False,False,False,True,700,3196,0.3,0.6898304501663987,16,31.793921486773165
France,10,10,5,39.0,0,0.0,4,1,M,False,False,False,True,43,3202,0.2,0.2,14,98.00223043538803
France,10,8,23,36.0,0,0.0,0,0,M,True,True,False,True,644,2853,106.0,0.3,14,100.03034343049794
Germany,11,8,260,1.0,0,0.0,0,0,M,True,False,True,True,112,2856,0.7378320014785007,0.29901154936883323,35,22.112527628958947
Italy,14,9,21,27.0,0,0.0,3,0,M,True,False,True,False,690,2853,0.2,0.006720206899867572,79,57.64246397413949
United_Kingdom,10,8,14,2.0,0,0.0,0,0,F,True,False,True,True,554,2859,0.5809107727035613,0.1,7,11.62632601199137
Spain,86,421,1751,8.0,25,77.7,299,0,M,True,True,False,False,55,3203,77.8738323715138,25.295248048884176,99,84.18979270129786
United_States,10,8,3,4.0,0,0.0,0,0,F,False,False,False,True,692,2853,0.3,0.2795571542965539,14,60.0
Italy,10,8,3,26.0,0,0.0,10,0,F,True,False,True,True,681,2854,0.7196840101905618,0.1,88,15.0
France,10,8,11,39.0,0,0.0,0,0,M,True,True,False,True,590,3205,0.3,0.1617463098058941,15,111.91943486655602
United_States,19,9,4,5.0,0,0.0,11,0,M,False,False,False,True,697,2859,0.720307085842548,0.17087369848225387,94,54.53273552517884
Italy,29,11,22,30.0,11,81.0,2,0,F,True,False,True,False,20,3199,81.69516788294405,11.542146889389413,72,75.89580509930585
United_States,11,8,3,4.0,0,0.0,0,4,F,False,False,False,True,304,3205,0.03946013357333147,0.17472374063444074,4,57.29866378491827
Spain,10,8,18,9.0,0,0.0,1,0,F,False,False,False,True,15,3198,0.3,0.2739266641843046,2,75.09195640305967
France,10,8,5,39.0,0,0.0,2,5,F,False,False,False,True,192,3204,0.1,0.3,11,92.44926506050396
France,10,8,4,41.0,0,0.0,0,1,M,False,False,False,True,22,3197,0.2637617209589189,0.3,16,131.06067595278586
Germany,10,8,12,1.0,0,0.0,0,0,M,True,False,True,True,660,3200,0.8390031470164058,0.8850698171359119,30,24.151810484891634
Spain,10,8,15,14.0,0,0.0,0,0,M,True,False,True,True,377,3199,0.4622990059557434,0.5175337906545127,6,65.05116005792124
United_States,10,8,37,4.0,0,0.0,22,0,F,False,False,False,True,61,3199,0.3,0.6850730151377941,29,45.83810786262717
Germany,12,8,1,2.0,0,0.0,0,3,M,False,False,False,True,585,2856,0.3037002076384606,0.028537142282104494,43,28.51419306493353
Germany,11,8,0,1.0,0,0.0,22,2,F,False,False,False,True,537,3197,0.2,0.1,33,61.0
United_States,10,9,5,5.0,0,0.0,2,0,M,False,False,False,True,700,3196,0.1,0.7467654428969016,14,62.31593347111446
Italy,17,8,4,27.0,3,100.0,1,0,F,True,False,True,True,70,2852,99.8,2.7191364113194214,59,96.99992984770306
Italy,42,10,9,32.0,22,88.8,7,4,F,True,True,False,False,11,2859,88.8126739107669,21.82118023653468,84,86.75339581614548
France,15,14,10,36.0,0,0.0,124,17,M,False,False,False,True,33,3201,0.6846530172180607,0.2,14,165.23913088661865
Italy,13,8,25,29.0,0,0.0,0,0,F,True,False,True,True,654,2857,0.968053281410724,1.4327423502721377,64,69.25426430767337
France,11,8,12,41.0,0,0.0,1,0,M,True,False,True,True,277,3199,0.1,0.6070658646266576,14,128.08508651830093
France,10,8,0,46.0,0,0.0,3,0,F,False,False,False,True,317,3195,0.3,1.3020818398781389,10,116.99293129764962
United_States,10,8,46,4.0,0,0.0,0,0,M,True,False,True,True,59,3204,0.1,0.1,25,65.06476799407248
United_States,10,8,0,4.0,0,0.0,7,0,M,False,False,False,True,705,3201,0.13728221223167114,0.3,13,65.62507640570684
Italy,10,8,0,27.0,0,0.0,20,0,F,True,False,True,True,592,3198,0.2143775400785453,0.1,86,118.0
Italy,15,8,0,26.0,0,0.0,4,5,F,False,False,False,True,294,2857,0.415165896019872,0.1,55,55.96280406386661
United_Kingdom,12,12,17,8.0,0,0.0,0,0,F,False,False,False,True,368,3205,0.3,0.6389961740789261,25,5.501790258715822
France,11,8,0,41.0,2,100.0,0,0,M,True,False,True,True,356,2856,99.9,2.2082930381000154,16,21.0
United_States,12,7,4,5.0,0,0.0,12,0,F,True,False,True,True,659,2852,0.2,0.1,25,55.65380808735332
United_States,13,9,6,4.0,0,0.0,1,0,F,True,False,True,True,349,3203,0.3,0.2,19,101.01565399155078
Germany,10,8,8,2.0,0,0.0,0,0,M,True,False,True,True,65,2853,0.6714555844157388,0.1813538338241156,26,22.8922334958948
United_States,10,8,1,5.0,0,0.0,9,0,F,False,False,False,True,567,2856,0.4972385923434382,0.07976381569448203,7,66.63034370772964
France,14,8,140,43.0,0,0.0,0,0,F,True,True,False,False,128,2855,0.1,0.017902194337666762,14,103.22444441917717
United_Kingdom,13,8,0,9.0,0,0.0,0,4,M,False,False,False,True,391,3198,0.1,0.3,10,9.702426197820458
Germany,11,8,4,1.0,0,0.0,0,0,M,False,False,False,True,704,3200,0.7036615831047373,0.04418128094854702,35,23.668235516177575
United_States,10,8,4,5.0,0,0.0,1,0,F,False,False,False,True,684,3205,0.2,0.3,31,60.22549873703878
United_States,16,11,65,4.0,0,0.0,0,0,M,True,False,True,True,436,3199,0.6796635475866577,0.2499249440110689,31,39.51019800539256
Italy,10,8,19,26.0,0,0.0,7,0,F,True,False,True,True,578,2855,0.8458378925138191,0.103399296224776,38,82.2796631506765
France,10,8,0,42.0,2,100.0,0,0,M,False,False,False,True,183,2852,99.9,2.397772706664941,13,113.64344570809182
France,13,10,10,35.0,0,0.0,1,5,M,True,True,False,False,11,3198,0.3,0.3702708107957143,12,104.61105587490005
Italy,10,8,1,30.0,1,0.0,0,0,F,False,False,False,False,84,2859,0.1,1.0717657177605069,55,85.2670812802206
Spain,10,8,1,12.0,0,0.0,13,0,M,False,False,False,True,701,3197,0.2,0.14317885104880898,6,86.68532998163239
Germany,10,8,8,1.0,0,0.0,0,0,F,True,False,True,True,707,3203,0.1,0.1,31,25.9660690765584
France,10,9,4,36.0,0,0.0,0,0,M,True,False,True,True,583,3203,0.3337377149627968,0.2,12,127.6487956074352
Italy,12,8,52,33.0,0,0.0,0,1,M,True,True,False,True,31,2857,0.29107895674400297,0.188974095867342,53,72.58959152503164
Germany,10,8,4,1.0,0,0.0,0,0,F,True,False,True,True,704,3200,0.1,0.1,30,158.0
United_Kingdom,10,8,4,6.0,0,0.0,1,1,F,False,False,False,True,519,3195,0.3,0.6125317917792996,12,10.65794924592409
France,21,22,46,41.0,8,62.0,139,3,F,True,False,True,True,107,2859,62.12622639460912,7.193232025592008,11,90.87683775432617
United_States,10,8,4,5.0,0,0.0,0,0,F,False,False,False,True,618,3197,0.0021822248261043004,0.2,16,45.18363708502426
United_Kingdom,10,8,11,7.0,0,0.0,0,1,F,False,False,False,True,187,3199,0.2,1.283333959201208,28,20.258010375486826
Germany,19,8,1,2.0,11,100.0,0,0,M,False,False,False,False,146,2857,99.9,11.904290527902846,35,24.909835492755004
Germany,11,8,10,2.0,0,0.0,0,1,F,False,False,False,True,15,2857,0.40167523206178135,0.5056654754866868,28,24.9634148235968
United_States,13,12,16,5.0,1,0.0,214,8,F,True,False,True,True,11,3198,0.6706767935684392,1.3781233534157653,25,62.79708193279473
United_States,11,8,7,5.0,0,0.0,0,0,M,False,False,False,True,46,2857,0.6973124778302658,0.2,7,43.24970925108833
Italy,12,8,37,27.0,3,100.0,1,0,M,False,False,False,False,13,2857,99.95736376352505,4.010758447935174,52,105.41050150860892
Italy,10,12,5,26.0,0,0.0,4,0,F,False,False,False,True,11,3200,1.0302813727002194,0.0936729168570599,79,76.42827449269403
United_Kingdom,10,8,76,7.0,0,-10.0,4,1,M,True,False,True,True,490,3199,0.1,0.8646532189124272,25,81.0
United_States,12,10,29,4.0,0,0.0,0,1,F,True,False,True,True,40,2853,0.2,0.3,11,56.600475677109614
